FBgn0031081,Neprilysin 3,CG9565,Dmel\Nep3,dNEP3
FBgn0026083,twenty-four,CG4857,Dmel\tyf,"EG:EG0007.4 ,  EG:EG0007.12"
FBgn0066114,Glucuronyltransferase I,CG32775,Dmel\GlcAT-I,dGlcAT-I
FBgn0029697,,CG15570,Dmel\CG15570,
FBgn0029701,,CG12691,Dmel\CG12691,
FBgn0029702,,CG15572,Dmel\CG15572,
FBgn0029706,,CG3626,Dmel\CG3626,
FBgn0029707,,CG12688,Dmel\CG12688,
FBgn0029705,,CG12693,Dmel\CG12693,
FBgn0040907,mitochondrial ribosomal protein L33,CG3712,Dmel\mRpL33,
FBgn0002707,meiotic 9,CG3697,Dmel\mei-9,"mei9, mus110"
FBgn0040906,,CG15579,Dmel\CG15579,
FBgn0029703,,CG12692,Dmel\CG12692,
FBgn0040905,,CG15578,Dmel\CG15578,
FBgn0040904,,CG15577,Dmel\CG15577,
FBgn0029700,,CG15576,Dmel\CG15576,
FBgn0052774,Mucin 4B,CG32774,Dmel\Muc4B,
FBgn0041252,Femcoat,CG15573,Dmel\Femcoat,
FBgn0029696,,CG15571,Dmel\CG15571,
FBgn0000635,Fasciclin 2,CG3665,Dmel\Fas2,"FasII, Fasciclin II, Fas II, 1D4, FasciclinII"
FBgn0026080,Tat interactive protein 60kDa,CG6121,Dmel\Tip60,"dTip60,  EG:EG0007.7 , EG0007.7, Dmel/TIP60"
FBgn0026079,"NOP2-Sun domain family, member 2",CG6133,Dmel\Nsun2,
FBgn0004832,Xeroderma pigmentosum group A-like,CG6358,Dmel\Xpac,"Dxpa, Xpa"
FBgn0029693,Cap methyltransferase 1,CG6379,Dmel\Cmtr1,
FBgn0000179,bifid,CG3578,Dmel\bi,"omb, optomotor-blind, optomotor blind, Qd, l(1)omb"
FBgn0029708,,CG3556,Dmel\CG3556,
FBgn0029709,CHOp24,CG3564,Dmel\CHOp24,Emp24
FBgn0029710,,CG3568,Dmel\CG3568,
FBgn0029712,,CG15912,Dmel\CG15912,
FBgn0029714,,CG3527,Dmel\CG3527,
FBgn0029716,,CG3546,Dmel\CG3546,
FBgn0022768,Protein phosphatase 2C,CG2984,Dmel\Pp2C1,"PP2C, dpp2c1"
FBgn0029715,,CG11444,Dmel\CG11444,
FBgn0029713,,CG11436,Dmel\CG11436,
FBgn0029711,Usf,CG17592,Dmel\Usf,dUSF
FBgn0003210,ruby,CG11427,Dmel\rb,"beta3, AP-3β, β3, apl6"
FBgn0052773,long non-coding RNA:CR32773,CR32773,Dmel\lncRNA:CR32773,
FBgn0011760,cut up,CG6998,Dmel\ctp,"LC8, ddlc1, Dlc, dynein light chain, Ddlc-1"
FBgn0028325,Pyruvate dehydrogenase E1 alpha subunit,CG7010,Dmel\Pdha,"l(1)G0334, pyruvate dehydrogenase, lethal (1) G0334, PDHα, PDHE1"
FBgn0029722,,CG7024,Dmel\CG7024,
FBgn0029727,,CG6978,Dmel\CG6978,
FBgn0029729,,CG12682,Dmel\CG12682,
FBgn0029730,boilerman,CG12681,Dmel\boil,
FBgn0029733,,CG6927,Dmel\CG6927,
FBgn0052772,,CG32772,Dmel\CG32772,
FBgn0029737,,CG6903,Dmel\CG6903,
FBgn0004368,Protein tyrosine phosphatase 4E,CG6899,Dmel\Ptp4E,DPTP4E
FBgn0029740,,CG12680,Dmel\CG12680,
FBgn0061196,,CG15468,Dmel\CG15468,SIP3
FBgn0029728,,CG2861,Dmel\CG2861,
FBgn0029726,,CG15471,Dmel\CG15471,
FBgn0029725,,CG2871,Dmel\CG2871,
FBgn0025679,Kruppel-like factor 15,CG2932,Dmel\Klf15,Bteb2
FBgn0029724,,CG15472,Dmel\CG15472,
FBgn0029745,Regulatory particle non-ATPase 13-related,CG6789,Dmel\Rpn13R,
FBgn0029746,,CG15465,Dmel\CG15465,
FBgn0003449,sans fille,CG4528,Dmel\snf,"fs(1)1621, fs(1)A1621, liz, splicing necessary factor, SNF/D25"
FBgn0011761,deadhead,CG4193,Dmel\dhd,"DmTrx-1, Trx-1"
FBgn0029753,,CG4198,Dmel\CG4198,
FBgn0029755,Something about silencing 10,CG4202,Dmel\Sas10,"sas-10, l(1)G0106"
FBgn0014024,RNA-binding protein 4F,CG3312,Dmel\Rnp4F,"4f-rnp, rnp-4f"
FBgn0029754,,CG15930,Dmel\CG15930,
FBgn0029752,Thioredoxin T,CG3315,Dmel\TrxT,thioredoxin
FBgn0029751,,CG17764,Dmel\CG17764,
FBgn0029750,,CG3323,Dmel\CG3323,
FBgn0029747,,CG5062,Dmel\CG5062,
FBgn0052767,,CG32767,Dmel\CG32767,
FBgn0026751,XRCC1,CG4208,Dmel\XRCC1,
FBgn0010014,Calcineurin B,CG4209,Dmel\CanB,
FBgn0029761,small conductance calcium-activated potassium channel,CG10706,Dmel\SK,dSK
FBgn0029763,Ubiquitin specific protease 16/45,CG4165,Dmel\Usp16-45,Usp45
FBgn0029765,,CG16756,Dmel\CG16756,
FBgn0029766,,CG15784,Dmel\CG15784,
FBgn0029768,Sex peptide receptor,CG16752,Dmel\SPR,
FBgn0029770,,CG4151,Dmel\CG4151,
FBgn0029771,,CG12730,Dmel\CG12730,
FBgn0026702,POP1 ribonuclease P/MRP subunit,CG32763,Dmel\Pop1,"l(1)G0045, l(1)G0312,  BcDNA:LD21623"
FBgn0004687,Myosin light chain cytoplasmic,CG3201,Dmel\Mlc-c,"Myosin II, non-muscle Myosin II, essential light chain, ELC1"
FBgn0029778,Rho GTPase activating protein at 5A,CG3208,Dmel\RhoGAP5A,
FBgn0052762,,CG32762,Dmel\CG32762,
FBgn0029769,fra mauro,CG3239,Dmel\frma,
FBgn0029762,Nutrient Amino Acid Transporter 1,CG3252,Dmel\NAAT1,
FBgn0029756,,CG3309,Dmel\CG3309,
FBgn0028474,,CG4119,Dmel\CG4119,BcDNA:LD23634
FBgn0029785,Ribosomal protein L35,CG4111,Dmel\RpL35,
FBgn0003747,Gustatory receptor 5a,CG15779,Dmel\Gr5a,"Tre, Gr5A1, han, trehalose receptor"
FBgn0000394,crossveinless,CG12410,Dmel\cv,tsg2
FBgn0029791,ADAM metallopeptidase with thrombospondin type 1 motif B,CG4096,Dmel\AdamTS-B,
FBgn0029795,,CG15773,Dmel\CG15773,
FBgn0029798,,CG4078,Dmel\CG4078,
FBgn0029799,,CG15772,Dmel\CG15772,
FBgn0029801,,CG15771,Dmel\CG15771,
FBgn0029809,,CG15767,Dmel\CG15767,
FBgn0029810,,CG12239,Dmel\CG12239,
FBgn0029811,Cuticular protein 5C,CG4052,Dmel\Cpr5C,
FBgn0029812,Proteasome β2 subunit-related 1,CG18341,Dmel\Prosβ2R1,
FBgn0029814,,CG15765,Dmel\CG15765,
FBgn0052761,transfer RNA:Glutamic acid-CTC 6-1 pseudogene,CR32761,Dmel\tRNA:Glu-CTC-6-1Ψ,
FBgn0029816,,CG12729,Dmel\CG12729,
FBgn0029817,,CG15764,Dmel\CG15764,
FBgn0029820,,CG16721,Dmel\CG16721,
FBgn0029821,,CG4020,Dmel\CG4020,
FBgn0029822,,CG12236,Dmel\CG12236,
FBgn0029823,Serine hydroxymethyl transferase,CG3011,Dmel\Shmt,Shmt2
FBgn0029819,Ubiquitin specific protease 30,CG3016,Dmel\Usp30,dUSP30
FBgn0014340,males absent on the first,CG3025,Dmel\mof,"max, dMOF, males absent on first, males-absent on the X"
FBgn0029818,Glycosylphosphatidylinositol anchor attachment 1,CG3033,Dmel\GAA1,
FBgn0029813,Agmatine N-acetyltransferase,CG15766,Dmel\AgmNAT,
FBgn0029807,,CG3108,Dmel\CG3108,
FBgn0029804,,CG3097,Dmel\CG3097,
FBgn0013987,MAP kinase activated protein-kinase-2,CG3086,Dmel\MAPk-Ak2,"MK2, dMK2"
FBgn0029800,lin-52,CG15929,Dmel\lin-52,dLin52
FBgn0261383,Integrator 6,CG3125,Dmel\IntS6,
FBgn0052758,Sorting nexin 27,CG32758,Dmel\Snx27,
FBgn0053080,,CG33080,Dmel\CG33080,
FBgn0027564,,CG3149,Dmel\CG3149,BcDNA:GH08388
FBgn0029789,Post-GPI attachment to proteins 1,CG3160,Dmel\PGAP1,
FBgn0046687,Trapped in endoderm 1,CG3171,Dmel\Tre1,"sctt, Tre-1"
FBgn0015794,Rab18,CG3129,Dmel\Rab18,"Rab-RP4, DmRab18, Rab-related protein 4"
FBgn0029783,Sirtuin 4,CG3187,Dmel\Sirt4,
FBgn0029824,,CG3726,Dmel\CG3726,
FBgn0029825,,CG12728,Dmel\CG12728,
FBgn0052756,,CG32756,Dmel\CG32756,
FBgn0029826,,CG6041,Dmel\CG6041,SP86
FBgn0052755,,CG32755,Dmel\CG32755,
FBgn0029827,,CG6048,Dmel\CG6048,SP108
FBgn0029828,,CG6067,Dmel\CG6067,
FBgn0029830,Glutamate receptor interacting protein,CG14447,Dmel\Grip,dgrip
FBgn0029831,,CG5966,Dmel\CG5966,
FBgn0029833,Malignant T cell amplified sequence 1,CG5941,Dmel\MCTS1,
FBgn0029834,,CG5937,Dmel\CG5937,
FBgn0029835,,CG5921,Dmel\CG5921,
FBgn0029843,Neprilysin 1,CG5905,Dmel\Nep1,dNEP1
FBgn0029849,ER GDP-fucose transporter,CG3774,Dmel\Efr,
FBgn0003514,spaghetti squash,CG3595,Dmel\sqh,"MRLC, myosin II, MyoII, myosin regulatory light chain, RLC"
FBgn0029848,Biotinidase,CG3599,Dmel\Btnd,
FBgn0040069,vanin-like,CG32754,Dmel\vanin-like,
FBgn0052751,,CG32751,Dmel\CG32751,
FBgn0052750,,CG32750,Dmel\CG32750,
FBgn0026060,Multiple inositol polyphosphate phosphatase 2,CG4317,Dmel\Mipp2,"l(1)G0303, l(1)G0050"
FBgn0029840,raptor,CG4320,Dmel\raptor,dRaptor
FBgn0029839,,CG4660,Dmel\CG4660,
FBgn0029838,,CG4666,Dmel\CG4666,
FBgn0029837,Tetraspanin 5D,CG4690,Dmel\Tsp5D,
FBgn0003302,roughex,CG4336,Dmel\rux,
FBgn0029003,mab-21,CG4746,Dmel\mab-21,mab-2
FBgn0027546,,CG4766,Dmel\CG4766,BcDNA:GH11415
FBgn0005390,female sterile (1) M3,CG4790,Dmel\fs(1)M3,"fs(1)ph, fs(1)polehole, fs(1)K646, fs(1)phl, fs(1)pole hole"
FBgn0029851,,CG14445,Dmel\CG14445,
FBgn0015818,Spliceosomal protein on the X,CG3780,Dmel\Spx,
FBgn0029853,,CG3781,Dmel\CG3781,
FBgn0028982,Spt6,CG12225,Dmel\Spt6,"Dspt6, l(1)G0063"
FBgn0029857,wuho,CG15897,Dmel\wuho,wh
FBgn0029858,mulder,CG15896,Dmel\mldr,
FBgn0029861,,CG3815,Dmel\CG3815,PF1
FBgn0029863,,CG3823,Dmel\CG3823,
FBgn0029864,,CG15894,Dmel\CG15894,
FBgn0029866,,CG3842,Dmel\CG3842,lincRNA.959
FBgn0029867,,CG3847,Dmel\CG3847,
FBgn0052748,transfer RNA:Phenylalanine-GAA 1-1,CR32748,Dmel\tRNA:Phe-GAA-1-1,
FBgn0029873,,CG3918,Dmel\CG3918,
FBgn0014031,Alanine-glyoxylate aminotransferase,CG3926,Dmel\Agxt,"Spat, Serine pyruvate aminotransferase, spa"
FBgn0000524,deltex,CG3929,Dmel\dx,
FBgn0014026,Ribosomal protein L7A,CG3314,Dmel\RpL7A,
FBgn0029874,,CG3342,Dmel\CG3342,
FBgn0003139,Protein phosphatase V,CG12217,Dmel\PpV,
FBgn0003655,swallow,CG3429,Dmel\swa,"sww, fs(1)1502"
FBgn0016974,swallow pseudogene,CR32747,Dmel\swaΨ,
FBgn0029868,NADH dehydrogenase (ubiquinone) B16.6 subunit,CG3446,Dmel\ND-B16.6,
FBgn0043796,,CG12219,Dmel\CG12219,BEST:LD26135
FBgn0028685,Regulatory particle triple-A ATPase 4,CG3455,Dmel\Rpt4,p42D
FBgn0026015,Topoisomerase 3β,CG3458,Dmel\Top3β,"topo IIIβ, Topoisomerase 3, dTop3β"
FBgn0010583,dreadlocks,CG3727,Dmel\dock,Nck
FBgn0020545,kraken,CG3943,Dmel\kraken,
FBgn0031288,,CG13949,Dmel\CG13949,
FBgn0031289,,CG13950,Dmel\CG13950,
FBgn0002936,neither inactivation nor afterpotential A,CG3966,Dmel\ninaA,
FBgn0002563,Larval serum protein 1 β,CG4178,Dmel\Lsp1β,"LSP-1β, Lsp1, LSP-1, Larval serum protein 1 beta, Lsp1β"
FBgn0046113,Glutamate receptor IIC,CG4226,Dmel\GluRIIC,"GluRIII, DGluRIII, DGluRIIC, glutamate receptor III, GluRII-C"
FBgn0003916,small nuclear RNA U1 at 21D,CR31656,Dmel\snRNA:U1:21D,"U1, U1 snRNA,  snRNA:U1 , U1snRNA, U1 small nuclear RNA"
FBgn0031292,,CG15824,Dmel\CG15824,
FBgn0020305,dribble,CG4258,Dmel\dbe,"l(2)k06708, l(2)k05428"
FBgn0029095,arouser,CG4276,Dmel\aru,EPS8L3
FBgn0031287,,CG4291,Dmel\CG4291,
FBgn0020304,drongo,CG3365,Dmel\drongo,
FBgn0031286,,CG3862,Dmel\CG3862,RCC GEF-related protein
FBgn0031284,Post-GPI attachment to proteins 2,CG3876,Dmel\PGAP2,
FBgn0031283,,CG15880,Dmel\CG15880,
FBgn0031281,SAGA factor-like TAF6,CG3883,Dmel\Saf6,
FBgn0000442,"Protein kinase, cGMP-dependent at 21D",CG3324,Dmel\Pkg21D,"DG1, PKG"
FBgn0026438,Excitatory amino acid transporter 2,CG3159,Dmel\Eaat2,dEAAT2
FBgn0040106,lectin-21Cb,CG13686,Dmel\lectin-21Cb,
FBgn0004611,Phospholipase C at 21C,CG4574,Dmel\Plc21C,"PLC, plc21"
FBgn0053127,,CG33127,Dmel\CG33127,
FBgn0000061,aristaless,CG3935,Dmel\al,L13-4
FBgn0003278,RNA polymerase I 135kD subunit,CG4033,Dmel\RpI135,"DmRP135, Rpl135, RNA polymerase I"
FBgn0002593,Ribosomal protein LP1,CG4087,Dmel\RpLP1,"RpP2, M(2)21C, M(2)21C1-2, rp21C, LP1"
FBgn0031254,,CG13692,Dmel\CG13692,
FBgn0031255,Bardet-Biedl syndrome 8,CG13691,Dmel\BBS8,BBS2
FBgn0004583,expanded,CG4114,Dmel\ex,
FBgn0031256,shriveled,CG4164,Dmel\shv,
FBgn0031257,,CG4133,Dmel\CG4133,
FBgn0027592,Mediator complex subunit 15,CG4184,Dmel\MED15,"Arc105, dARC105"
FBgn0003963,u-shaped,CG2762,Dmel\ush,"dFOG, FOG"
FBgn0031263,Translocator protein,CG2789,Dmel\Tspo,dTSPO
FBgn0031265,,CG2794,Dmel\CG2794,
FBgn0031266,Splicing factor 3b subunit 1,CG2807,Dmel\Sf3b1,
FBgn0031268,coiled,CG2813,Dmel\cold,
FBgn0023489,PvuII-PstI homology 13,CG2819,Dmel\Pph13,"Munster, hazy, Mu"
FBgn0010323,Goosecoid,CG2851,Dmel\Gsc,"D-gsc, l(2)05341, 60Mun2, Muenster 72"
FBgn0013323,Prothoracicotropic hormone,CG13687,Dmel\Ptth,
FBgn0031267,Ipk2,CG13688,Dmel\Ipk2,
FBgn0021874,Notchless,CG2863,Dmel\Nle,l(2)k13714
FBgn0031264,,CG11835,Dmel\CG11835,
FBgn0005660,Ets at 21C,CG2914,Dmel\Ets21C,D-ets-6
FBgn0031260,Signal peptide peptidase,CG11840,Dmel\Spp,"shanti, Signal peptide protease"
FBgn0010602,lesswright,CG3018,Dmel\lwr,"Ubc9, DmUbc9, semi, dUbc9, semushi"
FBgn0043364,cabut,CG4427,Dmel\cbt,"EP2237, dTIEG"
FBgn0031258,,CG4297,Dmel\CG4297,
FBgn0015924,croquemort,CG4280,Dmel\crq,Cd36
FBgn0031253,,CG11885,Dmel\CG11885,
FBgn0031252,,CG13690,Dmel\CG13690,
FBgn0031251,,CG4213,Dmel\CG4213,
FBgn0031250,Equilibrative nucleoside transporter 1,CG11907,Dmel\Ent1,
FBgn0051921,,CG31921,Dmel\CG31921,
FBgn0031249,,CG11911,Dmel\CG11911,SP103
FBgn0031248,,CG11912,Dmel\CG11912,SP140
FBgn0067779,debra,CG11371,Dmel\dbr,"EP456,  BcDNA:LD26519"
FBgn0031213,galectin,CG11372,Dmel\galectin,Dmgal
FBgn0031214,,CG11374,Dmel\CG11374,
FBgn0031216,Zizimin-related,CG11376,Dmel\Zir,
FBgn0031217,,CG11377,Dmel\CG11377,
FBgn0001142,Glutamine synthetase 1,CG2718,Dmel\Gs1,"GSI, Glutamine synthetase, mitochondrial glutamine synthetase"
FBgn0031224,,CG11454,Dmel\CG11454,
FBgn0031228,NADH dehydrogenase (ubiquinone) 15 kDa subunit,CG11455,Dmel\ND-15,dNDUFS5
FBgn0031229,,CG3436,Dmel\CG3436,
FBgn0031231,mitochondrial ribosomal protein L10,CG11488,Dmel\mRpL10,
FBgn0031233,TBC1 domain family member 15/17,CG11490,Dmel\Tbc1d15-17,
FBgn0031235,,CG13693,Dmel\CG13693,
FBgn0031240,,CG3345,Dmel\CG3345,
FBgn0003444,smoothened,CG11561,Dmel\smo,"dSmo, smooth"
FBgn0031247,,CG11562,Dmel\CG11562,
FBgn0024352,Stress induced phosphoprotein 1,CG2720,Dmel\Stip1,"Hop, Hsp70/Hsp90 organizing protein homolog, Hsp70/Hsp90 organizing protein, dhop, l(2)k00616"
FBgn0020622,Pi3K21B,CG2699,Dmel\Pi3K21B,"PI3K, p60, dPI3K, Dp60, PI 3-kinase"
FBgn0017457,U2 small nuclear riboprotein auxiliary factor 38,CG3582,Dmel\U2af38,"U2AF, dU2AF38, dU2AF38"
FBgn0025686,Amnionless,CG11592,Dmel\Amnionless,
FBgn0031245,,CG3625,Dmel\CG3625,
FBgn0031244,,CG11601,Dmel\CG11601,
FBgn0031238,,CG3645,Dmel\CG3645,
FBgn0031239,,CG17075,Dmel\CG17075,
FBgn0031232,,CG11617,Dmel\CG11617,
FBgn0031227,,CG3709,Dmel\CG3709,
FBgn0051974,,CG31974,Dmel\CG31974,
FBgn0051975,,CG31975,Dmel\CG31975,
FBgn0051976,oven mitt,CG31976,Dmel\ovm,
FBgn0031219,,CG13694,Dmel\CG13694,
FBgn0026787,Na+/H+ hydrogen exchanger 1,CG12178,Dmel\Nhe1,DmNHE1
FBgn0002931,net,CG11450,Dmel\net,
FBgn0051973,Chitin deacetylase-like 5,CG31973,Dmel\Cda5,
FBgn0031209,Ionotropic receptor 21a,CG2657,Dmel\Ir21a,
FBgn0002121,lethal (2) giant larvae,CG2671,Dmel\l(2)gl,"lgl, lethal giant larvae, p127, dlgl, p127l(2)gl"
FBgn0036970,Serpin 77Bc,CG6289,Dmel\Spn77Bc,
FBgn0036974,eukaryotic translation release factor 1,CG5605,Dmel\eRF1,"l(3)neo28, l(3)77ABb, l(3)00103, eukaryotic release factor 1"
FBgn0036975,,CG5618,Dmel\CG5618,
FBgn0024887,kin17,CG5649,Dmel\kin17,
FBgn0036977,,CG5665,Dmel\CG5665,
FBgn0001259,inturned,CG16993,Dmel\in,
FBgn0036979,,CG13247,Dmel\CG13247,
FBgn0036980,Rho-related BTB domain containing,CG5701,Dmel\RhoBTB,"RhoGTPase, RhoX"
FBgn0036985,zye,CG5847,Dmel\zye,
FBgn0036991,CTBP-interacting protein,CG5872,Dmel\CtIP,
FBgn0036993,,CG5910,Dmel\CG5910,
FBgn0036996,magro,CG5932,Dmel\mag,lipA
FBgn0036997,,CG5955,Dmel\CG5955,
FBgn0036998,,CG5969,Dmel\CG5969,
FBgn0036999,iso Glutaminyl cyclase,CG5976,Dmel\isoQC,isoDromeQC
FBgn0037001,NADH dehydrogenase (ubiquinone) 39 kDa subunit,CG6020,Dmel\ND-39,
FBgn0052425,,CG32425,Dmel\CG32425,
FBgn0037003,,CG18281,Dmel\CG18281,
FBgn0037004,,CG17637,Dmel\CG17637,
FBgn0037005,,CG5078,Dmel\CG5078,
FBgn0037009,,CG5104,Dmel\CG5104,
FBgn0037011,,CG4858,Dmel\CG4858,Nubp2
FBgn0037013,,CG13250,Dmel\CG13250,
FBgn0001323,knirps-like,CG4761,Dmel\knrl,"knirps-related, knirps related"
FBgn0037012,Reduction in Cnn dots 2,CG4786,Dmel\Rcd2,
FBgn0052428,,CG32428,Dmel\CG32428,
FBgn0036995,artichoke,CG5195,Dmel\atk,
FBgn0036994,,CG5199,Dmel\CG5199,
FBgn0036992,4-hydroxyphenylpyruvate dioxygenase,CG11796,Dmel\Hpd,
FBgn0036990,mitochondrial ribosomal protein L15,CG5219,Dmel\mRpL15,l(3)77CDc
FBgn0029158,Lipoic acid synthase,CG5231,Dmel\Las,
FBgn0036988,,CG5262,Dmel\CG5262,
FBgn0036987,,CG5274,Dmel\CG5274,
FBgn0036986,,CG5282,Dmel\CG5282,
FBgn0036984,,CG13248,Dmel\CG13248,CAT-4
FBgn0028978,tribbles,CG5408,Dmel\trbl,trb
FBgn0027565,,CG5498,Dmel\CG5498,
FBgn0001247,Insulin degrading metalloproteinase,CG5517,Dmel\Ide,dIDE
FBgn0036978,Toll-9,CG5528,Dmel\Toll-9,"dToll9, Tl-9"
FBgn0036973,Retinoblastoma binding protein 5,CG5585,Dmel\Rbbp5,dRbbp5
FBgn0037014,,CG13251,Dmel\CG13251,
FBgn0037016,,CG13252,Dmel\CG13252,
FBgn0040634,,CG4186,Dmel\CG4186,
FBgn0016696,Pitslre,CG4268,Dmel\Pitslre,"group 3, cdk11"
FBgn0037020,Peroxin 14,CG4289,Dmel\Pex14,
FBgn0037024,tenzing norgay,CG4365,Dmel\tzn,
FBgn0037025,Spc105-related,CG11451,Dmel\Spc105R,Spc105
FBgn0037027,HP1 and insulator partner protein 1,CG3680,Dmel\HIPP1,
FBgn0037030,,CG3288,Dmel\CG3288,
FBgn0040636,,CG13255,Dmel\CG13255,
FBgn0037031,,CG11456,Dmel\CG11456,
FBgn0040637,,CG11458,Dmel\CG11458,
FBgn0037035,,CG10589,Dmel\CG10589,
FBgn0011591,fringe,CG10580,Dmel\fng,l(3)rG554
FBgn0052432,,CG32432,Dmel\CG32432,
FBgn0027055,COP9 signalosome subunit 3,CG18332,Dmel\CSN3,"COP9 complex homolog subunit 3, Dch3"
FBgn0037026,,CG3634,Dmel\CG3634,
FBgn0037023,,CG3698,Dmel\CG3698,
FBgn0027364,Six4,CG3871,Dmel\Six4,"DSix4, D-Six4"
FBgn0037022,,CG11396,Dmel\CG11396,
FBgn0037021,Phosphorylated CTD-interacting factor 1,CG11399,Dmel\Pcif1,
FBgn0037019,Peroxin 16,CG3947,Dmel\Pex16,
FBgn0037018,,CG4042,Dmel\CG4042,
FBgn0037017,,CG4074,Dmel\CG4074,
FBgn0045474,Gustatory receptor 77a,CG32433,Dmel\Gr77a,Gr77E1
FBgn0037015,crimpy,CG13253,Dmel\cmpy,
FBgn0001320,knirps,CG4717,Dmel\kni,"ri, radius incompletus"
FBgn0037037,,CG10588,Dmel\CG10588,
FBgn0053283,,CR33283,Dmel\CR33283,
FBgn0037042,,CG12984,Dmel\CG12984,
FBgn0037044,Decaprenyl diphosphate synthase subunit 2,CG10585,Dmel\Pdss2,
FBgn0028402,Sex-lethal interactor,CG10582,Dmel\Sin,
FBgn0026179,schizo,CG32434,Dmel\siz,loner
FBgn0053284,,CG33284,Dmel\CG33284,
FBgn0037050,Islet cell autoantigen 69 kDa,CG10566,Dmel\ICA69,
FBgn0037057,,CG10512,Dmel\CG10512,
FBgn0037060,,CG10508,Dmel\CG10508,
FBgn0028427,Integrin linked kinase,CG10504,Dmel\Ilk,l(3)78Ca
FBgn0004865,Ecdysone-induced protein 78C,CG18023,Dmel\Eip78C,"E78, E78B, E78A, NR1E1, nuclear hormone receptor"
FBgn0037061,tRNA methyltransferase subunit 11-2,CG12975,Dmel\Trmt112,
FBgn0037059,,CG10510,Dmel\CG10510,
FBgn0053056,,CG33056,Dmel\CG33056,
FBgn0053054,,CG33054,Dmel\CG33054,
FBgn0041100,parkin,CG10523,Dmel\park,"dParkin, D-parkin, dpk"
FBgn0024150,Adenylyl cyclase 78C,CG10564,Dmel\Ac78C,
FBgn0037051,,CG10565,Dmel\CG10565,
FBgn0020294,knockout,CG10573,Dmel\ko,
FBgn0053285,,CG33285,Dmel\CG33285,
FBgn0037045,,CG10584,Dmel\CG10584,
FBgn0003415,skuld,CG9936,Dmel\skd,"pap, Med13, bli, blind spot, flytrap"
FBgn0053286,,CG33286,Dmel\CG33286,
FBgn0053287,,CG33287,Dmel\CG33287,
FBgn0037040,,CG12983,Dmel\CG12983,
FBgn0037039,,CG10587,Dmel\CG10587,SP167
FBgn0037038,,CG11037,Dmel\CG11037,SP191
FBgn0037036,Seminase,CG10586,Dmel\Sems,SP168
FBgn0037068,Cuticular protein 78Cb,CG7663,Dmel\Cpr78Cb,
FBgn0037069,Cuticular protein 78Cc,CG7658,Dmel\Cpr78Cc,
FBgn0037071,,CG7632,Dmel\CG7632,
FBgn0037073,Tsr1 ribosome assembly factor,CG7338,Dmel\Tsr1,
FBgn0052436,,CG32436,Dmel\CG32436,
FBgn0052437,,CG32437,Dmel\CG32437,
FBgn0052440,,CG32440,Dmel\CG32440,
FBgn0053288,,CG33288,Dmel\CG33288,
FBgn0005694,Adult enhancer factor 1,CG5683,Dmel\Aef1,AEF-1
FBgn0037087,,CG7519,Dmel\CG7519,
FBgn0037090,Esterase Q,CG7529,Dmel\Est-Q,
FBgn0037092,M6,CG7540,Dmel\M6,
FBgn0037093,Cyclin-dependent kinase 12,CG7597,Dmel\Cdk12,AC017581
FBgn0037094,,CG7611,Dmel\CG7611,
FBgn0053289,pickpocket 5,CG33289,Dmel\ppk5,
FBgn0015283,Regulatory particle non-ATPase 10,CG7619,Dmel\Rpn10,"Pros54, p54, S5a"
FBgn0028663,Vacuolar H+ ATPase M9.7 subunit b,CG7625,Dmel\VhaM9.7-b,vhaM9.7-2
FBgn0053290,,CG33290,Dmel\CG33290,
FBgn0037101,,CG7634,Dmel\CG7634,
FBgn0052438,Structural maintenance of chromosomes 5,CG32438,Dmel\SMC5,
FBgn0052441,ER membrane protein complex subunit 10,CG32441,Dmel\EMC10,
FBgn0037102,CR6-interacting factor,CG7172,Dmel\CRIF,
FBgn0037099,,CG7173,Dmel\CG7173,
FBgn0037098,Wnk kinase,CG7177,Dmel\Wnk,
FBgn0029152,Makorin 1,CG7184,Dmel\Mkrn1,
FBgn0026371,Sak kinase,CG7186,Dmel\SAK,Plk4
FBgn0015239,Hormone-receptor-like in 78,CG7199,Dmel\Hr78,"DHR78, NR2D1, XR78E/F"
FBgn0037086,,CG7202,Dmel\CG7202,
FBgn0037085,Neuroectoderm-expressed 2,CG7204,Dmel\Neu2,
FBgn0014143,crocodile,CG5069,Dmel\croc,"FD1, FoxC"
FBgn0037082,,CG5664,Dmel\CG5664,
FBgn0037081,barricade,CG6049,Dmel\barc,
FBgn0002842,spermatocyte arrest,CG11308,Dmel\sa,"TAF8L, ms(3)sa, tTAF"
FBgn0037078,,CG12971,Dmel\CG12971,
FBgn0037076,earthbound 2,CG12972,Dmel\ebd2,
FBgn0037074,TBC1 domain family member 8/9,CG7324,Dmel\Tbc1d8-9,
FBgn0003042,Polycomb,CG32443,Dmel\Pc,"PcG, Pc-G"
FBgn0037070,,CG11309,Dmel\CG11309,
FBgn0037067,Cuticular protein 78Ca,CG11310,Dmel\Cpr78Ca,
FBgn0037065,,CG12974,Dmel\CG12974,
FBgn0027945,pumpless,CG7758,Dmel\ppl,l(3)78Cb
FBgn0037064,,CG9389,Dmel\CG9389,
FBgn0037063,,CG9391,Dmel\CG9391,
FBgn0037106,,CG11307,Dmel\CG11307,
FBgn0037108,"ALG11, alpha-1,2-mannosyltransferase",CG11306,Dmel\Alg11,
