Symbol,Alias
CG10365,"DmelCG10365, anon-WO0118547.386"
CG13084,DmelCG13084
Xrp1,"2515, CG17836, DmelCG17836, anon-EST:Liang-2.44, clone 2.44, l(3)02515"
eIF-5A,"1296, CG3186, DmelCG3186, anon-EST:fe2H10, chr2R:19566878..19566998, eIF5A, l(2)01296"
CG10366,DmelCG10366
CG10494,DmelCG10494
VhaAC39-1,"ATP6V0D1, CG2934, DmelCG2934, VhaAC39, anon-EST:GressD5"
Jwa,"CG10373, DmelCG10373, GH05842p, djwa"
CG8248,DmelCG8248
epsilonCOP,"BcDNA:LD29885, CG9543, DmelCG9543, epsilon-Cop"
Lsd-1,"CG10374, DmPLIN1, DmelCG10374, LSDP1, Lsd1, PLIN1"
CG14453,"BcDNA:RE13473, DmelCG14453"
Hrb27C,"10280, CG10377, DmelCG10377, HRP48, Hrb27-C, Hrb48, Hrp48/Hrb27C, Ov5, RRM7, Rbp7, hnRNP27C, hnRNP48, hrb27, l(2)02647, l(2)10280, l(2)2647, linha, p50"
Rb97D,"CG6354, DmelCG6354, Hrb97D, R16, RBP97D, Rb97D1, ms(3)03445, rbf"
tna,"0583/02, CG7958, DmelCG7958, anon-WO0118547.590, l(3)L6731, l(3)S058302, l(3)rI075"
mbc,"CG10379, DOCK180, Dm MBC, DmelCG10379, MBC/DOCK180, Su(rac)1"
CG2871,DmelCG2871
Galk,"CG5288, CT16885, DmelCG5288, dGALK"
tos,"CG10387, DmTosca, DmelCG10387, Tosca"
sol,"CG1391, CalpD, DmSol, DmelCG1391, PC79, nofE, w5000"
Ubx,"BX-C, Bxl, CG10388, Cbx, DUbx, Dm Ubx, DmUbx, DmelCG10388, Hm, Uab, Ubx1b, abx, bx, bx[D], bxd, bxd[D], l(3)89Eb, pbx"
yuri,"BG:DS05639.1, BG:DS07851.11, CG11860, CG12635, CG31732, DmelCG31732"
sxc,"BcDNA:GH04245, CG10392, DmelCG10392, OGT, P1201, l(2)02637, l(2)NC130, sxc/Ogt"
CoIV,"CG10664, COX, COX IV, COXIV, DmelCG10664, IV, cox4"
Lcp1,"1, CG11650, CP1, DMLCP1, DmelLcp1, DmelCG11650, I, LCP-1, L[[3]]CP1"
CG34324,"CG12726, DmelCG34324"
CG13043,"BcDNA:RH10371, CT32262, DmelCG13043"
CG2852,DmelCG2852
Stam,"CG6521, DmelCG6521, Dstam, Stam1"
Lcp2,"2, CG8697, CP2, DmelLcp2, DmelCG8697, II, LCP-2, L[[3]]CP2"
amos,"CG10393, DmelCG10393, Roi, Tft, asolo, bHLHa10, rolo"
CG30417,"CG17692, DmelCG30417"
CG10395,DmelCG10395
RpL36A,"CG7424, DmelCG7424, anon-EST:fe1B2"
CG10396,"BcDNA:AT07685, COX IV, COXIV, DmelCG10396, IV, cox4"
ZnT41F,"BEST:CK02137, CG11163, CK02137, DmelCG11163, dZnT41F"
CG30089,"CG12305, CG12966, CG12967, DmelCG30089"
CG1041,DmelCG1041
Tango10,"CG1841, DmelCG1841"
ebd1,"CG3371, DmelCG3371, EP3592"
kin17,"CG5649, DmelCG5649"
TfIIEalpha,"CG10415, DmelCG10415, TFIIE, TFIIE-L, TfIIEa, dTFIIE-L, dTFIIEL"
TfIIEbeta,"CG1276, DmelCG1276, E[[S]], TFIIE, TFIIbeta, dTFIIE-S, dTFIIES"
CG10418,"BcDNA:GM14851, DmelCG10418"
CG2021,DmelCG2021
Chi,"CG3924, CHIP, DmelCG3924, LDB, dLDB/Chip, dLdb, l(2)04405, l(2)k04405"
LSm1,"CG4279, DmelCG4279"
Gem2,"CG10419, DmelCG10419"
Smn,"CG16725, DmSMN, DmelCG16725, dSMN, l(3)73Ao"
Rac2,"CG8556, D-Rac 2, D-Rac2, DRac2, DRacB, DmRAC2, DmelCG8556, Drac1b, P48554, Rac, Rac GTPase, Rac-2, Rac1, Rac1b, RacB"
CG10424,DmelCG10424
CG10426,"DmelCG10426, IPP"
CG3309,"BEST:LD39762, DmelCG3309"
CG10440,DmelCG10440
TfAP-2,"AP-2, AP-2alpha, CG7807, DAP-2, DmelCG7807, dAP-2alpha, dTfap2, l(3)1215"
Nf-YB,"BcDNA:RH50436, CG10447, DmelCG10447, dNF-YB"
Mes4,"11301, BcDNA:GM21739, CG11301, DmelCG11301, NF-Yc"
Catsup,"Bc, CG10449, DmelCG10449, dCATSUP, fs(2)ltoQT50, l(2)37Bc, l(2)E13, l(2)k05402, l(2)k05424"
CG9911,"CG9912, DmelCG9911, LD41494p"
zen,"BG:DS00276.9, CG1046, DmelCG1046, ZEN VRE, dm-zen, l(3)84Ad, z1, zen1"
Mad,"2/23, CG12399, DmelCG12399, E(zen)2, En(vvl), Mat, P-Mad, PMad, Smad, Smad1, apg, c28, dMAD, l(2)K00237, pSmad"
CG4325,"DmelCG4325, EG:22E5.12"
cer,"CG10460, D/CTLA-2, DmelCG10460"
CtsB1,"CG-10992, CG10992, DmelCG10992, anon-EST:ParkEST132"
Swim,"CG3074, DmelCG3074, dmw"
CG6337,DmelCG6337
CG10462,"BcDNA:SD07008, DmelCG10462"
Mdr49,"CG3879, Dm5, DmelCG3879, MDR5, Mes5, mrd49"
CG10465,DmelCG10465
Snr1,"BAP45, CG1064, DmelCG1064, Snr, Snr1/BAP45, l(3)01319"
AnxB11,"BcDNA:GH16395, CG9968, DmelCG9968, annexin"
CG10466,"DmelCG10466, anon-WO0140519.255"
Blos2,"CG14145, DmBlos2, DmelCG14145, NP_648427"
CG5280,DmelCG5280
CG10469,"DmelCG10469, SP123"
pip,"CG9614, DmelCG9614, Pipe, l(3)76BDp, pipe-ST2"
CG10470,"B2, DmelCG10470, TU37B2, TUB2, anon-37B-2"
sky,"CG14399, CG9339, CG9340, DmelCG9339, anon-WO0118547.455"
CG10472,"DmelCG10472, SP78, anon-WO0140519.101"
PIG-S,"CG13644, CG31120, CG44255, CG6031, DmelCG44255"
Jon65Ai,"CG10475, CT29408, DmelCG10475, Jon65A, SP145"
CG12581,DmelCG12581
alphaKap4,"CG10478, CG11040, DmelCG10478, g7295403"
Mob2,"BEST:GH06341, BcDNA:GH13236, CG11711, CG11712, DMob2, DmelCG11711, Dmob1, Mob1, MobI, gh06341, trezor"
SmE,"BcDNA:GM19936, CG18591, DmelCG18591, E, E-Sm, dE, snRNPE"
CG3876,DmelCG3876
CG7208,"CG 7208, DmelCG7208"
CG12723,DmelCG12723
zfh1,"CG1322, DmelCG1322, ZFH-1, Zfh1a, l(3)00865, zfl-1, zhf1"
CG31999,"CG10323, CG11288, CT31491, CT7856, DmelCG31999"
CG10483,DmelCG10483
Mob4,"CG3403, DMob4, DmelCG3403"
Rpn3,"CG10484, CG42641, DXA2_DROME, DmelCG42641, Dmel_CG10484, Dox, Dox-A2, DoxA2, S3, l(2)37Bf, l(2)37Bf[+], p58"
CG10486,DmelCG10486
RpL11,"BcDNA:LD17235, CG7726, DL11, DmelCG7726, EST A, L11, Rp L11, chr2R:14957112..14957299, l(2)k16914"
eyg,"BK27, CG10488, DmelCG10488, lun"
term,"Bsg75C, CG4216, DmelCG4216, ter"
Pole2,"10489, CG10489, DNApol-epsilon, DmelCG10489, dpolepsilonp58"
CG11555,"DmelCG11555, anon-21Ca"
CG14089,DmelCG14089
CG4159,DmelCG4159
CG4820,DmelCG4820
Sdc,"CG10497, CT27296, DmelCG10497, Dsyn, Syd, Syn, dSdc, l(2)10608"
MED31,"BcDNA:GM28912, CG1057, DmelCG1057, Trap18, dSOH1, dTRAP18, p36"
Aats-gln,"Aast-g1n, BcDNA:GH11673, CG10506, DmelCG10506, GlnRS, QRS, l(3)05461, qars"
SpdS,"CG8327, DmelCG8327"
CG10508,DmelCG10508
CG16721,DmelCG16721
Prm,"0106/05, CG5939, DmelCG5939, FBgn0003149, PM, PM/mPM, Para, l(3)10631, l(3)S010605, mPM"
CG10510,DmelCG10510
CG4511,DmelCG4511
Snx6,"CG8282, DmelCG8282, Dsnx6"
CG10513,"CT29500, DmelCG10513"
CG11726,DmelCG11726
CG13168,DmelCG13168
Rlb1,"CG8161, DmelCG8161, Ov30, Rlb"
CG10514,"CT29508, DmelCG10514"
CG11892,DmelCG11892
tub,"CG10520, DmelCG10520, Tube"
et,"CG14225, DmelCG14225, lat"
Amph,"Amp, CG8604, DAMP, DmelCG8604, dAmph"
sti,"CG10522, CIT-K, Citron K, DCK, DmelCG10522, anon-WO0118547.388, cit, l(3)7m-62, l(3)7m62, l(3)SG21, sti/Citron"
CG15715,"BcDNA:RE26825, DmelCG15715"
park,"AAN12155.1, CG10523, DmelCG10523, Dpark, PK, SD01679, dpk"
CG12860,"DmelCG12860, anon-WO0140519.75, bs33f06.y1"
Pkcdelta,"CG10524, CG11245, CG42349, DmelCG42349, Dmel_CG10524, Dmel_CG11245, PKCd"
robl,"CG10751, DLC, DmelCG10751, LC7, l(2)k10408, roblk"
Pvf1,"CG7103, DmVEGF-1, DmelCG7103, EP1624, PVF, PVFs, VEGF, VEGF2-B, Vegf17E, Vegf17e-a, Vegf17e-b, l(1)G0146, vegf1"
CG10527,"DmelCG10527, FAMeT"
CG13321,DmelCG13321
CG13928,DmelCG13928
CG44251,"CG3884, DmelCG44251"
fs(2)ltoPP43,"BEST:LD12957, CG10528, DmelCG10528, LD12957, l(2)38Ac"
CG16812,DmelCG16812
CG3281,"87A7-9/1, DmelCG3281, anon-87Aa, anon-WO0140519.243"
Cht9,"CG10531, DmCHT9, DmelCG10531"
CG12773,"DmelCG12773, EG:8D8.3"
CG14968,"DmelCG14968, anon-WO0107627.1, anon-WO0107627.2, anon-WO0107627.3"
Elp1,"CG10535, D-elp1, DmelCG10535"
CG30393,"CG15662, DmelCG30393"
cpa,"CG10540, DmelCG10540, dMiro1, miro, scrd"
cpb,"CAPB_DROME, CG17158, CP, CP-beta, CapZ, DmelCG17158, J, bnd"
CG9014,"BG:DS08249.3, DS08249.3, DmelCG9014"
CG10550,DmelCG10550
CG13996,DmelCG13996
CG1746,"DmelCG1746, anon-EST:Posey224"
CG10559,DmelCG10559
CG1690,DmelCG1690
Fis1,"BcDNA:RE29957, CG17510, DmelCG17510, NEST:bs15a08, bs15a08.y1, dFis1"
CG18624,"CG15328, DmelCG18624, Dromel_CG18624_FBtr0071140_mORF"
cold,"CG2813, DmelCG2813, leaky4"
gb,"CG6070, DmelCG6070, anon-WO0118547.295"
CG10565,DmelCG10565
CG11852,"CT33073, DmelCG11852"
CG10566,"Dm ric-19, DmelCG10566, dCG10566-PA"
PICK1,"CG6167, DmelCG6167"
CG10570,"DmelCG10570, Dromel_CG10570_FBtr0081122_mORF"
CG1461,DmelCG1461
CG9578,DmelCG9578
ko,"CG10573, DmelCG10573"
CG8407,DmelCG8407
I-2,"CG10574, DI-2, Dm I-2, DmelCG10574, I-2Dm, I-2PP1, SET"
Pp1-87B,"87B, CG5650, DmPp1-87B, DmelCG5650, PP-1alpha, PP1, PP1 87B, PP1 beta87b, PP187B, PP1A87B, PP1B, PP1alpha-87B, PP1alpha87B, PP1alpha[[2]], PP1c, PP1c 87B, PPI 87B, Pp1-87Bb, Ppl-87B, Su(Var)3-6, Su(var)(3)6, Su-var(3)6, Suvar(3)6, ck19, dPP1beta, l(3)87Bg, l(3)ck19, l(3)j6E7"
CG10576,"BEST:CK00496, DmelCG10576"
so,"CG11121, DmelCG11121, Drl, Mdu, ami, mda, med, old, somda"
DnaJ-1,"CG10578, DNAJ1, DROJ1, DmelCG10578, DnaJ1 64EF, EU3500, HSP40, HSP40/HDJ1, Hdj1, Hsp-40, anon-WO0140519.166, anon-WO0172774.135, dHDJ1, dHDJ1/HSP40, dhdj-1"
eRF1,"CG5605, Dm0184, DmelCG5605, Group J, l(3)00103, l(3)05637, l(3)77ABb, l(3)neo28"
CG7371,DmelCG7371
Sin,"CG10582, DmelCG10582"
ftz,"BG:DS07876.1, CG2047, Dm-Ftz, DmFtz, DmelCG2047, Ual, l(3)84Ag"
CG5147,DmelCG5147
CG10589,"DmelCG10589, anon-WO0140519.139"
Phm,"CG3832, DmelCG3832, dPHM"
CG10590,"DmelCG10590, TM9SF3"
CG11753,DmelCG11753
Acer,"ACE, CG10593, DmelCG10593, l(2)k07704"
CG5844,DmelCG5844
CG15042,DmelCG15042
bsh,"CG10604, DmelCG10604, E86, Hox11-310, lambdaE86"
RpL17,"CG3203, DmelCG3203, anon-EST:Posey276"
Spx,"CG3780, DmelCG3780"
ninaE,"143283_at, 1F9, BEST:GH11778, CG4550, DMELRH1, DRh1, Dm Rh1, DmRh1, DmelCG4550, FBgn0002940, Nina E, R, RH1, Rh, Rh-1, Rh1(ninaE), Rh1/ninaE, Rhodopsin-1, opsin, ora, rhodopsin"
C15,"311, 93Bal, CG7937, Cll, DmelCG7937, Ect5, Hox11-311"
caup,"CG10605, DmelCG10605, IRO-C, Iro, IroC"
dod,"CG17051, DmelCG17051, Pin1"
CG7381,"CT22687, DmelCG7381"
ECSIT,"CG10610, DmECSIT, DmelCG10610, dECSIT, SITPEC"
CG15863,DmelCG15863
CG10616,DmelCG10616
CG4955,"DmelCG4955, anon-WO0140519.97"
tup,"CG10619, DmelCG10619, Isl, Islet, l(2)37Aa, l(2)E41"
Lim3,"CG10699, CG15174, DmelCG10699, Lim-3A, l(2)37Bd, l(2)Bd"
CG11883,DmelCG11883
Pgam5,"CG14816, DPGAM5, DmelCG14816, EG:63B12.4"
Fmr1,"AT24755, BcDNA:GM08679, CG6203, DmelCG6203, EP(3)3517, FMR, FMRP, FXR, dFMR, dFMR1, dFMRP, dFXR, dFXR1, dFXRP, dmfr1"
CG10621,"BEST:LD26123, DmelCG10621, anon-WO0140519.13"
Cpr100A,"CG12045, DmelCpr100A, DmelCG12045"
nst,"CG10627, DmelCG10627"
beta-Spec,"B-spec, CG5870, DmelCG5870, SPEC8, Spec, Spec-beta, Specbeta, anon-EST:fe1B3, b spectrin, beta, betaSpec, i168, i6, kus, l(1)G0074, l(1)G0108, l(1)G0198"
CG10631,DmelCG10631
CG12391,"DmelCG12391, anon-WO0140519.201"
sowah,"BcDNA:GM09162, CG10632, DmelCG10632"
CG10635,"BcDNA:SD11994, DmelCG10635"
CG10914,DmelCG10914
SIP3,"CG15468, DmelCG15468"
CG42700,"CG13165, CG34233, DmelCG42700, Dmel_CG13165, Dmel_CG34233, ORE-16"
CG18259,DmelCG18259
lama,"CG10645, DmelCG10645"
Jon66Cii,"66C, CCG7170, CG7170, DmelCG7170, Jon66C, SP165"
CG10651,"38C.2, DmelCG10651"
Dok,"CG2079, Ddok, DmelCG2079, l(1)G0331"
hk,"CG10653, DmelCG10653, Hook, dHk"
CG15071,DmelCG15071
CG10654,DmelCG10654
CG14011,DmelCG14011
CG17801,DmelCG17801
CG17855,DmelCG17855
CG4730,DmelCG4730
CG8301,DmelCG8301
CG10657,"BEST:LD32330, DmelCG10657"
Arp1,"ARP87C, Actr87C, Arp, Arp-1, CG6174, DmelCG6174, gdl, grid"
CG10663,"CT29868, DmelCG10663, SP30"
Syp,"AI945337, CG17838, DmelCG17838, anon-WO0118547.613, l(3)03806"
CG11790,DmelCG11790
Prpk,"CG10673, DmelCG10673"
Axud1,"BcDNA:GH09817, C676, CG4272, DAxud1, DmelCG4272"
CG10674,DmelCG10674
CG1544,DmelCG1544
Nedd8,"CG10679, DmelCG10679, dNEDD8"
Den1,"CG8493, DmelCG8493"
CG10681,DmelCG10681
Ns3,"A60, BACN32G11.5, CG14788, DmelCG14788, EG:BACN32G11.5, dNS3, dmNuc3, l(1)2Ad, l(1)BA11, l(1)G0431"
Blos1,"CG10127, CG30077, DmelCG30077, NP_725401"
Sec6,"CG5341, DmelCG5341, Dsec6, Sec6p, sec 6"
rhi,"CG10683, DmelCG10683, HP1D, rno"
Rpt6R,"CG2241, DmCG2241, Dm_Rpt6b, DmelCG2241, Rpt6, Rpt6b, S8"
CG2678,"B, DmelCG2678, anon-84Eb"
dx,"CG3929, DMDELTEX, DmelCG3929"
cnn,"CG 4832, CG18370, CG4832, Cnn1, DmelCG4832, cen, mat(2)syn-C, mat(2)synHK21, mfs, obv"
l(2)37Cg,"CG10685, Cg, DmelCG10685"
CG1138,DmelCG1138
CG13957,"DmelCG13957, p116"
Src42A,"CG14471, CG44128, CG7873, DSrc42A, Dm SRC41, DmHD-29, DmelCG44128, Dmel_CG14471, Dmel_CG7873, Dsrc41, Dtk5, HD-29, SK2-4, SRC 42A, Src, Src41, Src42, Su(D-raf)1, Su(Raf)1, Su(phl)1, Su1, Tk5, dSrc, dtk-5, l(2)k10108"
CG3756,DmelCG3756
Pat1,"CG10695, DmelCG10695"
CG17658,DmelCG17658
CG6470,"DmelCG6470, anon-WO0140519.137"
CG6511,DmelCG6511
pcs,"CG7761, DmelCG7761, prt"
Pu,"CG9441, DGTPCH, DmelCG9441, GCH1, GTPC, GTPCH, Gr, l(2)57Cf, p[Gr], upi"
mxt,"BcDNA:GH06479, CG2950, DmelCG2950"
Gnf1,"CG1119, DmRFC1, DmelCG1119, GTF-1, Gnf-1, Gtf1, ONF-CAACAA, RF-C 140, RFC, RFC1, RfC140, dRF-Cp140, dRFC140"
CG18371,DmelCG18371
l(3)j2D3,"CG6801, DmelCG6801, l(3)68Fb, l(3)jD3"
CG6972,DmelCG6972
CG8461,DmelCG8461
NK7.1,"CG8524, DmelCG8524, NK-7.1"
Alh,"AF10, CG1070, Dalf, DmelCG1070, anon-WO0118547.226, dAF10, l(3)84Be, l(3)g2, l(3)g5, l(3)j13A6, l(3)j8C8, l(3)r13, l(3j8C8, stk"
Hsp27,"27, 27K, 28, CG4466, Dhsp27, DmHSP27, DmelCG4466, HSP28, Hsp 27, anon-WO0140519.69, hsp-27, hsp26, hsp27/26, small hsp locus 67B"
Moe,"CG10701, D17, DmelCG10701, Dmoe, EMR1, ERM, Moes, anon-WO03040301.155, anon-WO03040301.157, anon-WO03040301.159, anon-WO03040301.161, gma, l(1)G0067, l(1)G0323, l(1)G0404, l(1)G0415, moesin/ezrin/radixin homolog mRNA"
GCC88,"CG10703, DmelCG10703, dGCC88"
toe,"CG10704, DmelCG10704, anon-WO0172774.89"
CG3880,DmelCG3880
E2f2,"CG1071, DmelCG1071, E2F, dE2F-2, dE2F2"
CG15109,DmelCG15109
Dp,"49Fk, CG4654, DDP1, DP1, DmDP, DmelCG4654, TFPD2, dDP, l(2)49Fk, l(2)vr10, vr10"
CG10710,DmelCG10710
CG11796,DmelCG11796
Bet1,"BcDNA:RH40423, CG14084, Dm Bet1, DmelCG14084, G14084, bs16e01.y1"
Pih1D1,"CG5792, DmelCG5792"
Chro,"CG10712, CHRIZ, CHRIZ/CHRO, Chiz, Chr, Chro(Chriz), DmelCG10712, anon-EST:fe2E3"
l(3)mbt,"CG5954, DmelCG5954, L(3)MBT/LIN-61, L3mbt, MBT, dL(3)mbt, l(3)malignant braintumor"
CG10721,"38B.14, DmelCG10721"
CG1503,DmelCG1503
mtDNA-helicase,"CG5924, DmelCG5924"
vls,"38B.5, CG107278, CG10728, DmelCG10728, val"
dimm,"CG8667, DmelCG8667, Mistr, bHLHa16, c929, dim"
CG10732,"DmelCG10732, NEST:bs28e06"
Oatp74D,"CG7571, DmelCG7571, oatp 74D"
CG10734,DmelCG10734
mle,"CG11680, DmelCG11680, mak, mll, mls, nap, nap[ts]"
Liprin-beta,"CG10743, DmelCG10743"
CG10749,DmelCG10749
CG14210,"BcDNA:RE23450, DmelCG14210"
CG10750,DmelCG10750
CG11656,"DmelCG11656, anon-WO0140519.199"
Pglym87,"CG17645, DmelCG17645, Pglym"
Nup62,"CG6251, DmelCG6251, p62"
Dysb,"CG6856, Ddysb, DmelCG6856, NP_649064"
CG13074,DmelCG13074
CG10752,"DmelCG10752, anon-WO0140519.236"
CG3630,"152A3.3, DmelCG3630, EG:152A3.3"
SmD1,"BcDNA:RE39488, CG10753, D1-Sm, DmelCG10753, dD1, l(2)SH3 003, l(3)SH003, snRNP, snRNP-69D, snRNP69D"
HP5,"CG1745, DmelCG1745"
CG4116,DmelCG4116
CG10754,DmelCG10754
dar1,"CG12029, DmelCG12029, l(3)63Ed, l(3)SH5"
Taf13,"38B.15, CG10756, DmelCG10756, TAF, TAF18, TAF[[II]], TAF[[II]]18, TFIID, dTAF[[II]]18"
Taf11,"CG4079, DmelCG4079, TAF, TAF1, TAF30b, TAF30beta, TAF[II]30beta, TAF[[II]], TAF[[II]]30beta, TFIID, TFIID 28 beta, TFIID-p28beta, d30beta, dTAFII30, dTAFII30 beta, dTAFII30beta, dTAF[[II]]30, dTAF[[II]]30beta"
Fip1,"CG1078, DmelCG1078, anon-EST:Liang-1.35, clone 1.35, dFip1"
Clp,"CG3642, CPSF30, DmelCG3642, Ssb-c6a, c6a"
ng1,"CG10781, DmelCG10781, EG:96G10.5, SC1, ng, ng-1, ngp"
ea,"CG4920, DmelCG4920, SP24, c-SP24"
dm,"CG10798, D-Myc, DMYc, DmelCG10798, EG:BACN5I9.1, MYC, anon-WO03040301.171, bHLHe57, c-MYC, dMyc1, dm/dMyc, dm/myc, l(1)G0139, l(1)G0354, l(1)G0359"
beat-IIa,"BcDNA:RE17794, CG14334, CG14335, CT33965, DmelCG14334, beat IIa"
GstT4,"CG1681, DmelCG1681, GST-theta"
thoc7,"CG17143, DmelCG17143"
Octbeta2R,"CG18553, CG33976, CG6989, DmCG6989, DmOctbeta2R, Dm_3R:45121, DmelCG33976, OctB2R, OctBeta2, anon-WO0170980.184, anon-WO0170980.185"
CG31523,"CG9798, DmelCG31523"
ND23,"CG3944, DmelCG3944, ND 23"
Ets97D,"CG6338, D-Elg, DELG, DmelCG6338, Elg, Ets, tne, tny"
Sdic1,"CG9580, DmelCG9580, Sdic:CG9580"
Max,"CG9648, DmelCG9648, bHLHd9, dMax"
CG10799,"CT30256, DmelCG10799"
CG1640,DmelCG1640
Rca1,"152549_at, CG10800, CLD4, DmelCG10800, Emi1, FBXO5, P3300, S(rux)2A, l(2)03300"
CG11444,DmelCG11444
olf413,"CG12673, CG14461, CG7495, CR33185, DmelCG12673"
CG13133,DmelCG13133
CG13822,DmelCG13822
CG14151,DmelCG14151
CG15529,DmelCG15529
skpA,"CG16983, DmelCG16983, EG:115C2.4, SKP1, Skp, anon-WO03040301.234, anon-WO03040301.236, anon-WO03040301.238, dSKP1, dSkp-1, dSkpA, l(1)G0037, l(1)G0058, l(1)G0109, l(1)G0389, spkA"
GstE10,"CG17522, DmGSTE10, DmelCG17522"
Syt1,"CG3139, D. Syt I, DSYT, DSYT2, DSypt, DmelCG3139, Droso1, STY1, SYT, SYT I, Syt 1, Syt-1, SytI, dsyt1, dsytI, l(2)23AB1, l(2)23Ba, l(2)k05909"
CG3448,DmelCG3448
skpB,"CG8881, DmelCG8881, Skp, dskpB"
CG14957,DmelCG14957
CG10809,DmelCG10809
Nup214,"CAN, CAN/Nup214, CG3820, DCAN, DNup214, DmelCG3820, Nup, Nup 214, l(2)10444"
eIF4G,"CG10811, DmelCG10811, deIF4G, eIF-4G, p200"
Srp9,"CG8268, DmelCG8268"
tey,"CG8780, DmelCG8780"
CG10814,DmelCG10814
CG4301,DmelCG4301
CG10822,DmelCG10822
Drep-1,"CG8357, DREP-1/dICAD, DmelCG8357, Drep1, ICAD, ICAD/DREP-1, Rep1, dICAD"
Cyp28d1,"28d1, CG10833, DmelCG10833"
EDTP,"BcDNA:LD23181, CG6542, D-EDTP, DmelCG6542, anon-WO0118547.124"
robl22E,"CG10838, DmelCG10838"
CG30409,"CG9872, DmelCG30409"
CG31275,"BcDNA:GH08635, CG14908, DmelCG31275"
Cyp4p1,"4p1, CG10842, DmelCG10842, P-450, P450, anon-WO0140519.35"
CG7387,"DmelCG7387, anon-WO0140519.72"
dyn-p25,"BG:DS00929.1, C4, CG10846, DS00929.1, DmelCG10846, br2, l(2)35Bf, l(2)br2, p25"
CG13081,DmelCG13081
l(2)37Ce,"CG17347, Ce, DmelCG17347, l(2)37Ce)E62, l(2)E62"
CG17652,DmelCG17652
ntc,"CG10855, DmelCG10855, FBXO7"
skpF,"CG12227, DmelCG12227, Skp"
PI31,"8979, CG8979, DmPI31, DmelCG8979"
CoVa,"CG14724, COX, COXA_DROME, DmelCG14724, Va, tend"
Vha26,"ATP6V1E1, BcDNA.GH03683, BcDNA:GH03683, CG1088, DmelCG1088, VhaE, anon-83Bb, chr3R:1419698..1419836, vATPase"
VhaSFD,"144191_at, ATP6V1H, CG17332, DmelCG17332, V-ATPase"
Vha13,"ATP6V1G, BcDNA:AT14009, CG6213, DmelCG6213, VhaG, chr3R:15469897..15470039, l(3)05113"
Sec24CD,"BcDNA:LP05220, CG10882, DmelCG10882, FBgn0031408, Sec24, gho, sfb3, sten"
CG6443,DmelCG6443
CG10887,DmelCG10887
CG12674,DmelCG12674
Dip-B,"CG9285, DipB, DmelCG9285"
CG10889,DmelCG10889
Lapsyn,"CG15658, CT35842, DmelCG15658"
osk,"CG10901, Dm-osk, DmelCG10901, Oskar, norka"
CG15185,DmelCG15185
CG10903,DmelCG10903
CG9527,DmelCG9527
CG10909,DmelCG10909
CG11148,DmelCG11148
CG1091,"DmelCG1091, anon-WO0118547.222"
CG2709,"DmelCG2709, EG:95B7.5"
CG10911,"DmelCG10911, anon-WO0140519.211"
CG42336,"BcDNA:AT13707, CG13210, CG13211, DmelCG42336, Dmel_CG13210, Dmel_CG13211"
Spn55B,"CG10913, DmelCG10913, Sp6, Spn6, sp-6"
RpS21,"CG2986, DmelCG2986, M(2)23B, l(2)03575, l(2)168/14, l(2)k16814, oho23, oho23B"
bdg,"CG8291, DmelCG8291"
CG15676,DmelCG15676
GstE1,"CG5164, CT16545, DmGST-3, DmGSTE1, DmGSTE1-1, DmelCG5164, GST-3, GST-E1, GST3, Gst-theta 55F, Gst55F"
CG7009,DmelCG7009
CG11982,DmelCG11982
CG1092,DmelCG1092
CG8187,DmelCG8187
La,"38C.38, BEST:LD24519, CG10922, D-La, DLa/SS-B, DmelCG10922, dmLa"
Cdc27,"APC3, CDC27Dm, CG8610, Dmcdc27, DmelCG8610, l(3)L7123, mks"
CG10924,"DmelCG10924, PEPCK"
aqrs,"CG14061, DmelCG14061"
CG33129,"CG6087, CG6089, DmelCG33129"
Tollo,"CG6890, CT21344, DmelCG6890, TOLL 8, Tl-8, Toll-8, dTLR8, dToll8, toll, tollo/toll-8"
Prosalpha5,"154644_at, Alpha-5, CG10938, DmelCG10938, PRCZ, PSA5_DROME, PSMA5, ProsMA5, alpha5, alpha5_dm"
CG7156,DmelCG7156
CG10943,DmelCG10943
CG2023,"DmelCG2023, Sec20"
CG10947,"38C.42, DmelCG10947"
CG32354,"BEST:CK01670, CG17355, CG7027, CG7159, CK01670, DmelCG32354"
CG10948,"CT30663, DmelCG10948"
CG6763,DmelCG6763
Edg78E,"CG7673, DMLCP78, DmelEdg78E, DmelCG7673, EDG-78, EDG78"
CG10949,"38C.46, DmelCG10949, FBgn0032858"
CG14315,DmelCG14315
Fer1HCH,"1HCH, BEST:LD36673, CG2216, DmelCG2216, FER1, Fer-L, Fer1HC, FerHCH, HCH, T21, T9, l(3)00451, l(3)j10B4"
Arr1,"3H10, Arr, ArrA, CG5711, DA, DAI, DS-Ag, DmArr1, Dmarrestin, DmelCG5711, Dro.-Arr.I, FBgn0000120, PRII"
CG6683,DmelCG6683
CG9948,DmelCG9948
Arpc2,"38C.47, ARC-P34, ARPC2/p34, ArcP34, CG10954, DmelCG10954, anon-WO0118547.154, p34"
Crc,"CG9429, Clr, DmelCG9429, anon-EST:Liang-2.11, anon-EST:Liang-2.17, anon-EST:fe3D7, chr3R:5454619..5454778, clone 2.11, clone 2.17, eth, potp"
Rtf1,"CG10955, DmelCG10955, dRtf1"
CG10959,DmelCG10959
CG13151,DmelCG13151
